Bacterial Infections and Mycoses,1975,540.86762202277646,174.27650481124209
Bacterial Infections and Mycoses,1976,524.22672183186501,184.4860497847516
Bacterial Infections and Mycoses,1977,510.74502263262718,193.98947501584763
Bacterial Infections and Mycoses,1978,527.48677189862156,187.77286851696169
Bacterial Infections and Mycoses,1980,548.85075439977868,171.14866465994635
Bacterial Infections and Mycoses,1981,546.85628562092336,175.93164844669764
Bacterial Infections and Mycoses,1982,538.22115653136882,176.49019836554999
Bacterial Infections and Mycoses,1983,548.30938123752492,169.02384136404257
Bacterial Infections and Mycoses,1984,546.4051390433815,169.76663361160197
Bacterial Infections and Mycoses,1985,546.44923896889259,172.84166927099943
Bacterial Infections and Mycoses,1986,548.83261624284148,169.29839096773583
Bacterial Infections and Mycoses,1987,561.16885284667069,163.24309280292397
Bacterial Infections and Mycoses,1988,564.65499433177979,158.25041854565535
Bacterial Infections and Mycoses,1993,573.02839493787747,161.8970054228285
Bacterial Infections and Mycoses,1995,576.04459661287024,157.91111734717134
Bacterial Infections and Mycoses,1996,575.33788551274733,163.63671025062504
Bacterial Infections and Mycoses,1997,575.11083061667046,161.6456999682955
Bacterial Infections and Mycoses,2007,576.09558565763814,153.26645352730594
Bacterial Infections and Mycoses,2011,576.00804853911984,156.29301234143043
Bacterial Infections and Mycoses,2014,581.93421479640995,152.52160221161466
Bacterial Infections and Mycoses,2015,583.27430809527505,145.09682815519173
Virus Diseases,1977,533.74296424998681,186.19949032856115
Virus Diseases,1978,511.46337427487015,195.68669599204691
Virus Diseases,1979,519.18296634152728,194.76019076566726
Virus Diseases,1980,542.41323913924782,176.07182561837882
Virus Diseases,1981,540.54838099524193,180.87549679161492
Virus Diseases,1982,535.72177260818955,182.31478275429328
Virus Diseases,1983,536.18405849593159,184.05937711539386
Virus Diseases,1984,527.38810031987794,188.23181831019471
Virus Diseases,1985,537.43173581748454,183.63416252682006
Virus Diseases,1986,553.35944430373399,176.33973250744359
Virus Diseases,1987,555.03151088382799,182.20225494608039
Virus Diseases,1990,513.55709048958374,229.25900449693674
Virus Diseases,1992,519.5842703072957,225.66396964745206
Virus Diseases,1993,512.38321229111716,231.34999095555804
Virus Diseases,1994,501.20272686985135,239.53649115987278
Virus Diseases,1997,491.96416970319774,244.98324849956899
Virus Diseases,2000,522.66841744219835,221.85520425713636
Virus Diseases,2001,519.15139725563199,222.94187069652949
Virus Diseases,2002,527.19679927581092,216.00890379381019
Virus Diseases,2005,518.02357778182113,222.97437822757078
Virus Diseases,2007,515.77928106772686,225.79160471035661
Virus Diseases,2009,537.14984653185434,205.55126308060608
Virus Diseases,2010,533.59292913327488,209.69106604273148
Virus Diseases,2011,542.95943895335529,198.55896876296717
Virus Diseases,2012,544.23839555776021,197.96680715628514
Parasitic Diseases,1976,484.28715610019958,162.79546728944979
Parasitic Diseases,1981,476.18408920304603,168.55131948906032
Parasitic Diseases,1982,476.87541963128189,169.59206709355905
Parasitic Diseases,1983,473.73963902743662,176.91866357340533
Parasitic Diseases,1985,467.75493919005334,181.05293694052219
Parasitic Diseases,1986,486.22168439356284,170.77004068125564
Parasitic Diseases,1990,510.51397147078325,167.78101856154905
Parasitic Diseases,1998,548.99704455774224,163.7951914204144
Neoplasms,1976,339.9577664147028,254.99960433089615
Neoplasms,1977,357.25206225800036,236.04409019265341
Neoplasms,1978,312.81502822885744,239.04206227158224
Neoplasms,1979,366.62251825092193,239.54510326663862
Neoplasms,1980,307.10509102407735,242.09237145624343
Neoplasms,1981,381.07077763133123,242.7839945094446
Neoplasms,1982,327.20308582736328,231.97480236458117
Neoplasms,1983,361.21106644042578,247.56675407215957
Neoplasms,1984,343.79117753623188,248.61564462899301
Neoplasms,1985,324.96440998260243,239.33939926273698
Neoplasms,1986,308.31679651051678,240.35058821499868
Neoplasms,1987,354.5593702099157,251.91802179858001
Neoplasms,1988,353.49858641130874,251.96550086052008
Neoplasms,1989,318.26268864021023,231.29655236309259
Neoplasms,1990,365.85439683271045,259.52749370043119
Neoplasms,1991,349.09666358690072,251.56798859941361
Neoplasms,1993,362.53560148030562,246.57945020199264
Neoplasms,1994,369.07262821390577,249.33869968963577
Neoplasms,1995,408.80875469117609,254.45022679309429
Neoplasms,1996,372.24598124401092,255.82455893724097
Neoplasms,1997,416.43465060032821,253.72105113637681
Neoplasms,1998,467.64935682579943,241.94562088931929
Neoplasms,1999,428.5070866141732,250.81384189558821
Neoplasms,2000,420.06598292967442,258.38004932240369
Neoplasms,2001,376.78288063936992,255.80172468670668
Neoplasms,2002,394.30042284049318,261.92149641328228
Neoplasms,2003,444.75079042709103,250.26594852466488
Neoplasms,2004,374.85343087145412,256.37791132978441
Neoplasms,2005,412.61739654425304,254.49940165963531
Neoplasms,2006,374.77453846153844,254.38835631497199
Neoplasms,2007,408.53849015096364,257.1679801351317
Neoplasms,2008,403.767564071469,252.49992867775356
Neoplasms,2009,420.35279462738299,253.70262054675015
Neoplasms,2010,462.82371118308248,242.99339981052498
Neoplasms,2011,393.5909305508244,255.14201542534792
Neoplasms,2012,439.2047756476328,255.43834586109654
Neoplasms,2013,476.02345610888858,247.45364032990713
Neoplasms,2014,437.71740329821483,253.06079103917978
Neoplasms,2015,424.14673775802481,258.14537788373639
Musculoskeletal Diseases,1976,362.70306936771027,210.70736091246755
Musculoskeletal Diseases,1977,297.01770416904628,184.99634817862602
Musculoskeletal Diseases,1978,346.96420807453416,200.49434180224256
Musculoskeletal Diseases,1979,415.63313609467457,213.96703420114162
Musculoskeletal Diseases,1980,348.19619729953155,225.56556756460418
